Claim ID,Claim Description,Date of Claim,Claim Amount,Policyholder ID,Vehicle Make/Model,Adjuster Notes,Claim Location,Previous Claims Count,Fraudulent
a984120f-3c85-4a10-8a6c-8f54eb2e49f6,Minor fender bender in parking lot,8/20/24,4737.17,33633,Toyota Camry,We former him court produce huge black.,Lake Amandastad,2,0
5a04b21a-8953-45c3-bca0-9db2e87c1c91,Tire blowout on freeway,8/8/24,4187.49,81024,Kia Sorento,Art some fine surface responsibility.,Jasonmouth,0,0
cca6ae6e-32d1-48e6-9c47-841e309256cf,Windshield cracked on highway,8/28/24,4462.68,65938,Volkswagen Jetta,Former feeling wind.,West Rebeccastad,0,0
d03d1e65-b7b9-4cfb-bef9-fa3a09b79875,Windshield cracked on highway,10/5/24,2779.41,48424,Toyota Camry,Like industry allow parent board style bring.,Bartonport,0,0
6f914360-3489-4dd9-82be-673afb431c42,Rear-ended at traffic light,6/6/25,1766.67,24729,Toyota Camry,Generation blood cup agreement worry after Democrat.,North Lesliechester,0,0
70b360aa-081b-421d-bbb2-4355bd005bdb,Windshield cracked on highway,2/11/25,3365.53,62761,Honda Civic,Catch whatever so chair.,Karenstad,0,0
a7db1218-ab31-4f2a-8edd-cdaf7e38ee45,Rear-ended at traffic light,12/6/24,2293.44,21199,Hyundai Elantra,Tend quite when political political difficult painting.,Port Eduardo,0,0
2b2123da-98ce-4061-9c7c-e81f685c91c9,Claim for previous damage,9/29/24,8348.07,78934,Kia Sorento,Improve group century miss your father commercial.,Trevorville,1,1
55ff178a-2f86-4847-9fd0-d491a7a33052,Windshield cracked on highway,5/8/25,2003.66,73417,Nissan Altima,Pretty use why enjoy although country win.,South Stevenmouth,0,0
cd045de9-d5d8-478d-971c-55ddd80132d2,Side mirror damaged while parked,10/11/24,5040.17,84365,Chevrolet Malibu,Fall record onto new forget.,Amandachester,1,0
e42013ca-7e6b-4be2-9c69-ac10514d2d84,Photos do not match accident report,11/5/24,7971.48,61269,Ford F-150,Girl each picture face they either appear boy.,Fergusonfort,0,1
1749273d-9f72-4000-a48d-af649653688e,Tire blowout on freeway,3/23/25,1496.21,34079,Volkswagen Jetta,Republican however crime usually officer degree.,Chelseabury,0,0
ed63cd69-55ec-4f1e-8371-cc6961c39b9f,Side mirror damaged while parked,9/10/24,3484.08,64127,Chevrolet Malibu,Provide pressure bit never throughout.,Amberbury,3,0
37e6d94a-3119-46e3-862e-6f5ce6311f3f,Side mirror damaged while parked,5/18/25,1759.15,98623,Subaru Outback,Leg staff occur figure remain.,Brendaburgh,1,0
8e81f139-0deb-4f87-b428-b08e38585731,Vehicle not at the scene,1/19/25,8336.14,94237,Honda Civic,Suddenly yet collection.,West Janice,0,1
2c2fcc06-896a-4a9d-b3b8-b2173151abae,Rear-ended at traffic light,5/28/25,3018.89,62190,Subaru Outback,Letter top throughout building above.,North Bryceville,2,0
9a32f5d1-c3f3-40a8-b404-f3755da3e9e1,Minor fender bender in parking lot,10/28/24,6229.77,66520,Subaru Outback,Ready pretty fund modern like attention especially.,Lake Carol,2,0
d4953a33-4f8d-4655-9e10-49bdb6b56c80,Side mirror damaged while parked,8/21/24,1848.98,14949,BMW 3 Series,Painting accept mind say especially east.,Brendabury,3,0
ff205d18-915f-49be-97c5-3a8ccefe8770,Rear-ended at traffic light,4/28/25,2763.41,20839,Honda Civic,Prove wish base PM plan collection whose.,Stephenview,0,0
7fa9e220-592c-4807-9d18-03070c2091df,Rear-ended at traffic light,3/31/25,967.41,42329,Subaru Outback,Agency professional care hold.,East Charlesberg,0,0
c47fc9f8-b55d-4c50-aafa-7556b5d0a2d4,Exaggerated injury report,2/18/25,5130.94,90041,Honda Civic,Human a million green coach.,Gallowayshire,2,1
c81009e8-3499-4818-81ca-2cbcd29de51f,Vehicle not at the scene,9/17/24,8543.71,17377,Chevrolet Malibu,Opportunity good economic war life road.,East Pam,3,1
859fc32a-c014-45c6-a1a7-beecb83e4701,Windshield cracked on highway,6/25/25,4769.16,58909,Kia Sorento,Career image save argue network race hear help.,East Michelle,1,0
e5f58b77-ee21-4d7c-b18b-f2a1d6cb69d5,Side mirror damaged while parked,10/30/24,2296.24,56755,Ford F-150,Western role story probably scene loss.,West Katherine,2,0
2cb5fa71-6f00-4572-ac97-a4e52ad25bc7,Side mirror damaged while parked,8/12/24,200,81549,Ford F-150,School language activity fly statement everybody.,Alexandermouth,0,0
04d55486-548e-4097-87de-f6d80c25ecc4,Minor fender bender in parking lot,5/15/25,1648.06,36694,BMW 3 Series,Same score nation take claim learn level.,Lake Christopherburgh,5,0
a9484193-ae32-4253-8e41-ab4709622571,Vehicle not at the scene,6/12/25,7324.9,18021,Honda Civic,Despite cost under not.,Josephmouth,1,1
b8de13b6-e9ae-4d0f-a989-45d3bf2b4e8e,Duplicate claim detected,11/6/24,8934.27,34896,Kia Sorento,Serious now every state since name.,East Bethshire,1,1
2c7dbf8b-bd21-4cd0-b252-2c2e1824390e,Rear-ended at traffic light,4/9/25,698.83,54459,Toyota Camry,Summer office include nearly management paper.,Tannermouth,0,0
0b124baa-759a-47cf-af90-5c245b2f3b72,Tire blowout on freeway,4/21/25,4916.52,27282,Toyota Camry,Imagine black church trouble ball visit all stock.,Martinezfort,2,0
3d62de3e-9339-45b9-b008-0628d09cc129,Rear-ended at traffic light,7/31/24,6091.12,49845,Chevrolet Malibu,Protect option truth radio.,South Keith,1,0
e544931a-7821-47a5-bf23-f4a5285f3fc3,Windshield cracked on highway,5/17/25,5633.01,27599,Subaru Outback,Camera hand arm change surface.,Hallberg,0,0
62385609-dd7e-443e-83cc-0609563eb44c,Side mirror damaged while parked,3/5/25,5233.57,75350,BMW 3 Series,Picture popular himself or nothing cause term.,Maryfurt,0,0
9ad369f9-d5d7-40f6-87dc-eeb1bd91c7cd,Windshield cracked on highway,11/5/24,4316.74,19901,Subaru Outback,Store speak result all.,South Darrell,0,0
ee5426ca-1a58-42b0-bac3-bd525dd0293e,Rear-ended at traffic light,5/9/25,403.69,12880,Ford F-150,Rule include economy what affect establish view.,South Markstad,2,0
95df9421-4278-46ab-9c6b-f0035ed977fa,Side mirror damaged while parked,10/30/24,5166.51,28868,Toyota Camry,Point language bring a.,Lindafort,1,0
a20cd797-ff17-482e-aab8-e1df4920f811,Side mirror damaged while parked,1/20/25,444.93,66439,Nissan Altima,Seem action carry person hard type.,East Katherine,2,0
97036474-84e2-47c6-9e7a-0d6691c295de,Side mirror damaged while parked,12/15/24,2916.68,16302,Nissan Altima,Edge region mention job.,Richardshire,1,0
5b1b9e43-4fe1-40e6-a698-5c8f218677fc,Side mirror damaged while parked,11/20/24,1348.12,94052,Kia Sorento,Hour condition hour perhaps expert peace give.,New Taylor,0,0
e9ca34cd-2743-4f39-9867-b2cd6945ae0e,Side mirror damaged while parked,12/6/24,3731.51,70367,Ford F-150,Record star person avoid science pattern opportunity.,North Daniel,1,0
af1049ce-fea9-4827-b895-18f841e6bf86,Windshield cracked on highway,7/22/25,2204.61,37610,Nissan Altima,While know few idea.,Claytonville,0,0
91b96e01-c985-4e6b-9e11-7ac961a8af5b,Windshield cracked on highway,1/27/25,1810.69,77094,Toyota Camry,Edge bank too alone painting build.,Brownview,0,0
ddf0a810-b8f2-450b-a3be-c81e24b07f6b,Tire blowout on freeway,6/7/25,2169.53,46252,Kia Sorento,Production deep close among politics visit face.,Jasonborough,1,0
acf848c5-3a7e-4c0d-9b48-eb82dffd3308,Rear-ended at traffic light,12/7/24,1203.18,98041,Hyundai Elantra,Sometimes family standard serve suggest share.,Deniseside,2,0
509a33a5-33e6-4640-8a7d-f6878602fe92,Rear-ended at traffic light,6/13/25,4277.03,25026,Toyota Camry,Left worker everybody certain return instead star.,North Patrickmouth,1,0
5bf2fa9b-61f3-4c8f-9cb8-46e69a29f7a1,Tire blowout on freeway,2/20/25,2069.45,14944,BMW 3 Series,Race heavy face style.,Tinaland,1,0
7b97ce3c-c65e-4810-be5b-0bd9d3bd6efe,Tire blowout on freeway,12/29/24,2060.21,28705,Kia Sorento,Bad arrive above employee.,Brownton,1,0
49911b83-e21c-4bb8-b83b-cab92636b2ed,Windshield cracked on highway,5/13/25,200,88003,Toyota Camry,Behavior such white service price state offer with.,Tinamouth,2,0
a65f9182-9aac-42a8-a6bf-14372fb5977f,Tire blowout on freeway,3/20/25,2808.12,39528,Honda Civic,Participant specific our only.,East Tamara,1,0
4c1e8f4e-6784-40c8-aaf7-18705ed51011,Windshield cracked on highway,5/9/25,1566.69,20437,Honda Civic,Impact agree test.,Aarontown,1,0
4cbd8472-27e1-4466-b155-8c908f6cde16,Tire blowout on freeway,3/17/25,2030.14,19062,Honda Civic,Across note daughter tough.,Port Jerry,0,0
06868c7f-d797-4803-8eb2-02ff43eeba35,Windshield cracked on highway,3/26/25,1377.68,70104,Subaru Outback,One act benefit approach.,Weaverside,2,0
0e28051f-7669-4468-aab9-4cc77601c3dc,Rear-ended at traffic light,4/17/25,3116.05,82571,Volkswagen Jetta,Away soldier least what front design enough.,Robinsonborough,2,0
5f4882be-c551-4c67-8c84-438193eee5e8,Windshield cracked on highway,3/5/25,1708.07,74171,Volkswagen Jetta,Growth store ever whose final network up sense.,Lake Kevin,0,0
8964700b-d79f-4dd7-befc-8f1e6831fb6c,Tire blowout on freeway,3/16/25,4389.27,67293,Toyota Camry,Something animal commercial call friend past so.,Chapmanville,0,0
3c5ca2a5-556d-42d6-868b-9b569209ae8a,Photos do not match accident report,8/21/24,10864.12,45426,Honda Civic,Buy federal community daughter idea yard.,Rossbury,1,1
e96e19b9-dce3-422b-9362-c1708bfa7425,Side mirror damaged while parked,7/25/25,2312.84,78265,Volkswagen Jetta,System century small grow production interview will.,Cindyton,0,0
863fbce3-a01d-43ea-a6c9-bac254209ec0,Tire blowout on freeway,3/30/25,2061.01,82630,Kia Sorento,Research I risk mother.,Rebeccafurt,0,0
99c749de-9846-4891-a827-af31abf21538,Minor fender bender in parking lot,10/18/24,200,51234,Nissan Altima,Herself you realize mention sea.,Melvinmouth,1,0
5ae2b0b9-2d65-4d6e-be96-c64aae6ba3ed,Windshield cracked on highway,2/2/25,4026.96,55359,Hyundai Elantra,Seem total around money late very.,Port Amyton,3,0
06a39f67-fceb-4767-886a-189b7f313ac3,Windshield cracked on highway,8/16/24,3792.47,86578,Nissan Altima,Food sound charge star.,East Jessica,1,0
866c664c-50fd-49f6-b4cb-1c96da23ad4c,Side mirror damaged while parked,12/10/24,3311.26,98907,Ford F-150,Strong mission field blue it budget hear everybody.,South Michael,1,0
6d630f64-9431-4a17-9124-063c4405b0d7,Minor fender bender in parking lot,2/13/25,3419.64,35796,BMW 3 Series,Face a doctor something development accept dream.,Melissamouth,0,0
65fcf298-14b6-439e-9082-877a6e26ed64,Minor fender bender in parking lot,11/23/24,200,31525,Honda Civic,Total experience sit.,Lake Kristi,1,0
940209a2-7915-4cdc-96cf-c1b19001b724,Rear-ended at traffic light,8/21/24,2900.88,33272,BMW 3 Series,Least mother out thousand.,Debrahaven,1,0
7deb49c1-5715-4916-9979-ed6f5dbbd81f,Tire blowout on freeway,11/20/24,1183.48,35842,Volkswagen Jetta,Training in around senior management beautiful benefit.,Port Roy,0,0
f1a49736-94ed-4beb-8448-1dbd37f27e6a,Rear-ended at traffic light,2/13/25,2097.05,20722,Honda Civic,Always however wind save happen let simple.,Lake Robertshire,2,0
69ac4c9c-4936-4fc6-9836-d1467c7f438b,Tire blowout on freeway,3/12/25,4140.38,44434,Chevrolet Malibu,Raise building trade compare answer certain.,Justinchester,1,0
